,precision,recall,f1-score,support
Benign,0.9128641718217267,0.6335350043215212,0.7479716957459978,70577.0
Attack,0.16618846513427254,0.547065690332166,0.2549329904554671,9423.0
accuracy,0.62335,0.62335,0.62335,0.62335
macro avg,0.5395263184779997,0.5903003473268436,0.5014523431007324,80000.0
weighted avg,0.8249151070202783,0.62335,0.6898978992465894,80000.0
