,precision,recall,f1-score,support
Analysis,0.1330049261083744,0.8181818181818182,0.2288135593220339,33.0
Backdoor,0.04743083003952569,0.41379310344827586,0.0851063829787234,29.0
Benign,1.0,0.9913019982243724,0.9956320026879983,77719.0
DoS,0.18181818181818182,0.02962962962962963,0.050955414012738856,135.0
Exploits,0.8061002178649237,0.7452165156092648,0.7744636316064888,993.0
Fuzzers,0.5529753265602322,0.5661218424962853,0.5594713656387665,673.0
Generic,0.44805194805194803,0.69,0.5433070866141733,200.0
Reconnaissance,0.31767955801104975,0.6647398843930635,0.42990654205607476,173.0
Shellcode,0.13513513513513514,0.5813953488372093,0.21929824561403508,43.0
Worms,0.11764705882352941,1.0,0.21052631578947367,2.0
accuracy,0.9810875,0.9810875,0.9810875,0.9810875
macro avg,0.37398431824129,0.6500380140819919,0.4097480546320506,80000.0
weighted avg,0.988406688504598,0.9810875,0.984185928398949,80000.0
