,precision,recall,f1-score,support
Benign,0.9947513616750371,0.9968526709765226,0.995800907796999,70536.0
Attack,0.9761674718196457,0.9607988165680473,0.9684221737046701,9464.0
accuracy,0.9925875,0.9925875,0.9925875,0.9925875
macro avg,0.9854594167473414,0.9788257437722849,0.9821115407508345,80000.0
weighted avg,0.9925528875051443,0.9925875,0.9925620035538765,80000.0
