epoch,train_weighted_loss,validation_unweighted_loss
1,1.8335076511764525,0.7005050415039062
2,1.4047713212585449,0.38091485290527344
3,1.2471770642852784,0.27895792236328126
4,1.1596400208282471,0.23948523559570312
5,1.0955628340911865,0.22258357696533204
6,1.0595684677886963,0.20245587692260741
7,1.0258983016967773,0.19389559555053712
8,1.0015021221542357,0.1942588722229004
9,0.9813384740066529,0.1749445068359375
10,0.9593132396697998,0.17513592262268066
11,0.9467313772392273,0.16841426429748535
12,0.9327405849552155,0.1666797721862793
13,0.9115519147491455,0.16450914478302
14,0.9046275472831726,0.15850393447875977
15,0.9034779977321625,0.15771976261138915
16,0.8938580614471435,0.1559769329071045
17,0.8874175254821778,0.14881969890594482
18,0.8721460599517822,0.1515115171432495
19,0.8688129898643494,0.1521102939605713
20,0.8632443140983581,0.14880645217895508
