,precision,recall,f1-score,support
Benign,0.9940355751517531,0.9332964727231484,0.9627089396177301,70536.0
Bot,0.5815991237677984,1.0,0.7354570637119113,531.0
Brute Force -Web,0.00554016620498615,0.18181818181818182,0.010752688172043012,11.0
Brute Force -XSS,0.0,0.0,0.0,4.0
DDOS attack-HOIC,0.9639673809975347,0.9978405967805261,0.9806115558985241,5094.0
DDOS attack-LOIC-UDP,0.7777777777777778,1.0,0.875,7.0
DDoS attacks-LOIC-HTTP,0.8462532299741602,0.9761549925484352,0.9065743944636678,671.0
DoS attacks-GoldenEye,0.20955882352941177,0.991304347826087,0.34597875569044007,115.0
DoS attacks-Hulk,0.9327354260089686,0.879492600422833,0.9053318824809575,1892.0
DoS attacks-SlowHTTPTest,0.25949367088607594,1.0,0.4120603015075377,41.0
DoS attacks-Slowloris,0.7339449541284404,0.975609756097561,0.837696335078534,82.0
FTP-BruteForce,0.996875,1.0,0.9984350547730829,319.0
Infilteration,0.01587837837837838,0.10262008733624454,0.027501462843768285,458.0
SQL Injection,0.0,0.0,0.0,5.0
SSH-Bruteforce,0.41785714285714287,1.0,0.5894206549118388,234.0
accuracy,0.9326,0.9326,0.9326,0.9326
macro avg,0.5157011099774952,0.7358758023702011,0.5725019392766691,80000.0
weighted avg,0.977382812714964,0.9326,0.9526654670726299,80000.0
