,precision,recall,f1-score,support
Benign,0.9613569748031703,0.9499201267581854,0.9556043324318322,76997.0
Attack,0.01607552947180403,0.02097902097902098,0.018202831551574688,3003.0
accuracy,0.91505,0.91505,0.91505,0.91505
macro avg,0.48871625213748715,0.48544957386860316,0.4869035819917034,80000.0
weighted avg,0.9258734725490442,0.91505,0.9204166235925395,80000.0
