,precision,recall,f1-score,support
Benign,0.9938241034753984,0.9832970643761979,0.988532558695479,69389.0
Attack,0.8978494623655914,0.9600414664027895,0.9279045406931731,10611.0
accuracy,0.9802125,0.9802125,0.9802125,0.9802125
macro avg,0.9458367829204949,0.9716692653894937,0.9582185496943261,80000.0
weighted avg,0.9810942670151964,0.9802125,0.980491009957698,80000.0
