epoch,train_weighted_loss,validation_unweighted_loss
1,0.07844412601470947,0.03356343766450882
2,0.022511421894431113,0.026396855893731117
3,0.02003422646164894,0.027700497893989085
4,0.018463258933722974,0.027229326497018338
5,0.017333445385992526,0.026433575706928968
6,0.0172493289758265,0.02480137967839837
7,0.016521199000775814,0.024584002066217362
8,0.018237594769597052,0.02397723345756531
9,0.01759095792770386,0.02254686778858304
10,0.017073514781594277,0.02348909072354436
11,0.016485829996466635,0.024801713585853577
12,0.0158058428645134,0.021225354171544312
13,0.016174587895646693,0.02645080594457686
14,0.015902531140297653,0.025599688857793807
15,0.015962650913596152,0.023842797092348336
16,0.015622885846495628,0.022209228114411235
