epoch,train_weighted_loss,validation_unweighted_loss
1,0.08059014629811048,0.044309337115287784
2,0.020420661771297456,0.035455682780221105
3,0.01766968365587294,0.03738927769269794
4,0.016485417093336584,0.03697176820933819
5,0.01573127341657877,0.043014580452535305
6,0.015325130577087401,0.033275346851476935
7,0.015002955866456032,0.03346976040033624
8,0.015512190817594529,0.03783000132336747
9,0.015404728307127953,0.03753683331628563
10,0.016518639462590218,0.03240428961043362
11,0.015579441305249929,0.03459013023599982
12,0.01467832775235176,0.03232733187670674
13,0.014498193581104279,0.03266952004123595
14,0.014379287278056145,0.037174209238612095
15,0.014436840725839138,0.03485328622311244
16,0.014309571055471896,0.034591324681013065
