,precision,recall,f1-score,support
Benign,0.9792211229858055,0.42650852440588566,0.5942055174075412,69389.0
Attack,0.2005544729493541,0.9408161342003581,0.3306286017089488,10611.0
accuracy,0.494725,0.494725,0.494725,0.494725
macro avg,0.5898877979675798,0.6836623293031219,0.462417059558245,80000.0
weighted avg,0.8759407251915958,0.494725,0.5592453342515692,80000.0
