,precision,recall,f1-score,support
Benign,0.9535232946653152,0.9992787074437391,0.9758649616106247,76252.0
Attack,0.38202247191011235,0.009071504802561366,0.017722178785509513,3748.0
accuracy,0.9528875,0.9528875,0.9528875,0.9528875
macro avg,0.6677728832877138,0.5041751061231503,0.49679357019806714,80000.0
weighted avg,0.926748481119234,0.9528875,0.9309759722352681,80000.0
