epoch,train_weighted_loss,validation_unweighted_loss
1,1.8803999374771119,0.7423783325195312
2,1.4608110192108155,0.2790864273071289
3,1.311161139640808,0.17794705810546874
4,1.227663754310608,0.14816076622009278
5,1.1662293505859376,0.13942339363098144
6,1.140558419151306,0.1297501401901245
7,1.1000123158264161,0.12509427490234376
8,1.0704257747650145,0.12514644622802734
9,1.0351917052459716,0.12206272888183593
10,1.036248215675354,0.12189834356307984
11,1.0171614675712586,0.11649865026473999
12,0.996806929359436,0.12035266380310058
13,0.9808617328643798,0.11721086301803589
14,0.9782991823196411,0.11870155954360961
15,0.96399256067276,0.1132574167251587
16,0.9649105359268189,0.1119021912574768
17,0.9461996743965149,0.11193353662490844
18,0.942509731092453,0.10883407907485962
19,0.9359161839866638,0.10866241397857666
20,0.9147257897949219,0.11037664594650269
