,precision,recall,f1-score,support
Benign,0.9941536120815958,0.9998866486249062,0.9970118888676966,70577.0
Attack,0.9991126885536823,0.9559588241536665,0.9770594934649385,9423.0
accuracy,0.9947125,0.9947125,0.9947125,0.9947125
macro avg,0.9966331503176391,0.9779227363892864,0.9870356911663176,80000.0
weighted avg,0.9947377293015517,0.9947125,0.9946617460941941,80000.0
