,precision,recall,f1-score,support
Benign,0.9290475485113316,0.533514800952705,0.6777975901010429,70536.0
Attack,0.16686078898060464,0.6963229078613694,0.26921034355978596,9464.0
accuracy,0.552775,0.552775,0.552775,0.552775
macro avg,0.5479541687459681,0.6149188544070372,0.4735039668304144,80000.0
weighted avg,0.8388808548588466,0.552775,0.6294617188352122,80000.0
