epoch,train_weighted_loss,validation_unweighted_loss
1,0.22657431170463563,0.12921000061035157
2,0.13444041815042496,0.11322390060424804
3,0.12371882799625397,0.0982450439453125
4,0.11692237165212631,0.09055737457275391
5,0.11190816079378128,0.09545609436035156
6,0.10848358689308167,0.08813586959838868
7,0.10589458908081055,0.0902912841796875
8,0.10407456530272961,0.070655179977417
9,0.10273566980838776,0.06922807006835938
10,0.10128116281867028,0.07365760040283204
11,0.10054779430150985,0.0698046443939209
12,0.09992437682986259,0.07336819076538086
13,0.0991177290225029,0.07475911674499512
