,precision,recall,f1-score,support
Benign,0.9933151412771979,0.9914827998674142,0.9923981247746123,69389.0
Attack,0.944966942918335,0.9563660352464424,0.9506323185011709,10611.0
accuracy,0.986825,0.986825,0.986825,0.986825
macro avg,0.9691410420977664,0.9739244175569283,0.9715152216378916,80000.0
weighted avg,0.9869023571173743,0.986825,0.9868584126450187,80000.0
