,precision,recall,f1-score,support
Benign,0.9611031104052544,0.9274257438601504,0.9439641497461929,76997.0
Attack,0.019821084020347306,0.03762903762903763,0.025965073529411766,3003.0
accuracy,0.894025,0.894025,0.894025,0.894025
macro avg,0.4904620972128009,0.48252739074459405,0.48496461163780236,80000.0
weighted avg,0.9257697363398308,0.894025,0.9095047594227055,80000.0
