epoch,train_weighted_loss,validation_unweighted_loss
1,0.22461396352291108,0.11016851348876953
2,0.12750032520771026,0.08576517486572266
3,0.11665289498329162,0.07642026405334473
4,0.1108326981496811,0.07440563583374024
5,0.10694261382937431,0.07318937950134277
6,0.10469222389101981,0.07393412208557129
7,0.10250233463287353,0.07110283203125
8,0.10067220139980317,0.05972655563354492
9,0.09967600005090237,0.06453617401123046
10,0.0982468816614151,0.06135432548522949
11,0.09746320846557617,0.06040887145996094
12,0.09652235491752624,0.06252421340942382
