,precision,recall,f1-score,support
Benign,0.8636397183639128,0.8290094506708985,0.8459703305283248,70577.0
Attack,0.015098343262874398,0.0196328133290884,0.017069570031371103,9423.0
accuracy,0.733675,0.733675,0.733675,0.733675
macro avg,0.4393690308133936,0.42432113199999344,0.43151995027984796,80000.0
weighted avg,0.7636921511441992,0.733675,0.74833618220129,80000.0
