,precision,recall,f1-score,support
Benign,0.8703034378414727,0.8802301032914406,0.8752386252368641,70577.0
Attack,0.01914597354374565,0.017510347023241005,0.01829166897622083,9423.0
accuracy,0.7786125,0.7786125,0.7786125,0.7786125
macro avg,0.4447247056926092,0.4488702251573408,0.44676514710654247,80000.0
weighted avg,0.7700477280155041,0.7786125,0.7743009856263137,80000.0
