,precision,recall,f1-score,support
Benign,0.9691316743514836,0.7085526061838161,0.8186054808571365,77719.0
Attack,0.022737078263870912,0.23103901797457255,0.04139989787501473,2281.0
accuracy,0.6949375,0.6949375,0.6949375,0.6949375
macro avg,0.4959343763076773,0.4697958120791943,0.4300026893660756,80000.0
weighted avg,0.9421475984305356,0.6949375000000001,0.7964454066723587,80000.0
