,precision,recall,f1-score,support
Benign,0.9999604529455964,0.9948066935949221,0.9973769155419397,76252.0
Attack,0.9043709248973678,0.9991995731056563,0.9494232475598935,3748.0
accuracy,0.9950125,0.9950125,0.9950125,0.9950125
macro avg,0.9521656889214821,0.9970031333502892,0.9734000815509166,80000.0
weighted avg,0.995482083556537,0.9950125,0.9951302861969809,80000.0
