,precision,recall,f1-score,support
Benign,0.9999611781148092,0.9942613775267309,0.9971031323591084,77719.0
Attack,0.8362701908957415,0.9986847873739588,0.9102897102897103,2281.0
accuracy,0.9943875,0.9943875,0.9943875,0.9943875
macro avg,0.9181156845052754,0.9964730824503449,0.9536964213244093,80000.0
weighted avg,0.9952939388417255,0.9943875,0.9946278646623546,80000.0
