epoch,train_weighted_loss,validation_unweighted_loss
1,1.5965390183734893,1.1177046447753907
2,0.7915179515457154,0.936455078125
3,0.5819709905433654,0.8265161010742188
4,0.5018727587032318,0.6859270751953125
5,0.48605854707717894,0.7238376037597656
6,0.439872145652771,0.6507112060546875
7,0.4256439002323151,0.6627959838867188
8,0.4091812180042267,0.6278255676269531
9,0.40269102388381955,0.6730895202636719
10,0.3889503106212616,0.66268623046875
11,0.3894522564029694,0.6586943359375
12,0.38286217973232267,0.6190309387207031
13,0.3781974153137207,0.6740702270507812
14,0.37646240134239195,0.64857626953125
15,0.3820817244052887,0.6605974975585938
16,0.3690927315235138,0.68422099609375
