epoch,train_weighted_loss,validation_unweighted_loss
1,1.642813659248352,0.15652557125091554
2,1.2617817055130005,0.16712762908935547
3,1.141575290260315,0.1443814962387085
4,1.0642270273590089,0.14461336307525635
5,1.0000828678131104,0.133709144115448
6,0.9644712627410889,0.13182259087562562
7,0.9376316876602173,0.1425150324344635
8,0.9142298661041259,0.12631736063957213
9,0.8702054944229126,0.12325451354980468
10,0.860740205154419,0.12610599250793458
11,0.8497441801452637,0.12497855355739594
12,0.8324284090518952,0.12258911056518555
13,0.8270694854736328,0.10785671679973602
14,0.8182705225753785,0.1116308658361435
15,0.8227187343025207,0.11313511910438538
16,0.7822209386730195,0.11553115992546081
17,0.7833991360855103,0.11194385294914246
