epoch,train_weighted_loss,validation_unweighted_loss
1,1.6624268881225586,0.14862757091522216
2,1.2926403615951538,0.13189813890457153
3,1.14858740234375,0.13065613687038422
4,1.0824281188964844,0.13025020222067832
5,1.0528827951812745,0.13384131565093993
6,1.0216164672088623,0.12609149932861327
7,0.9387742763137817,0.11824610559046268
8,0.947881128692627,0.11414110871106387
9,0.9197543241882324,0.10844524466246366
10,0.9094411350631714,0.11189197380244732
11,0.8766696860599518,0.1059839740306139
12,0.8677236140918732,0.10740037050768733
13,0.8608077338027954,0.10807036355808378
14,0.8402793180561066,0.11351385972872377
15,0.8534376400470733,0.10195369137916714
16,0.8352157682037353,0.11061186943361535
17,0.8055211213302612,0.09850761866029352
18,0.7987015608215332,0.09747913832301273
19,0.8000655171060562,0.10193176109343767
20,0.7963674695587158,0.10171816802844405
