,precision,recall,f1-score,support
Benign,0.9938354328598231,0.9982288847641583,0.996027313983572,70577.0
Attack,0.9862803204917133,0.9536241112172344,0.969677349735621,9423.0
accuracy,0.992975,0.992975,0.992975,0.992975
macro avg,0.9900578766757682,0.9759264979906963,0.9828523318595965,80000.0
weighted avg,0.9929455350617643,0.992975,0.9929236175697166,80000.0
