epoch,train_weighted_loss,validation_unweighted_loss
1,0.19499562601566314,0.08120329341888428
2,0.041929496011734006,0.0521775390625
3,0.030200104922056197,0.041958894538879396
4,0.025449809898138047,0.04109972107410431
5,0.023202209465801715,0.037357128357887265
6,0.021676349204182623,0.03493267092704773
7,0.020390346059799194,0.0355112796664238
8,0.019669337265491485,0.032770481604337695
9,0.018501882086396217,0.03170010445713997
10,0.01791428810983896,0.03132723186016083
11,0.017369338522553443,0.03130354104042053
12,0.01685561014935374,0.03225374395549297
13,0.01642420330286026,0.031080133587121965
14,0.016152640528082848,0.030328619787096976
15,0.015922434163466097,0.03893283939957619
16,0.01588567544132471,0.037777781370282176
17,0.01558281851708889,0.03190857287794351
18,0.015350352610349656,0.030499883054196833
