,precision,recall,f1-score,support
Benign,0.9999738360304026,0.9927529644012104,0.996350317392041,76997.0
Attack,0.843214386063501,0.9993339993339994,0.9146601645839683,3003.0
accuracy,0.993,0.993,0.993,0.993
macro avg,0.9215941110469518,0.9960434818676049,0.9555052409880047,80000.0
weighted avg,0.9940894781772699,0.993,0.993283873281008,80000.0
