,precision,recall,f1-score,support
Benign,0.9647142764480768,0.4286846618340083,0.5935962802949423,69389.0
Attack,0.19369076190863604,0.8974648949203656,0.31861752848085384,10611.0
accuracy,0.4908625,0.4908625,0.4908625,0.4908625
macro avg,0.5792025191783564,0.663074778377187,0.456106904387898,80000.0
weighted avg,0.8624476450383518,0.4908625,0.5571237861012012,80000.0
